presentations
アクション名,アクションタイプ,類似業績マージ優先度,ID,タイトル(日本語),タイトル(英語),講演者(日本語),講演者(英語),会議名(日本語),会議名(英語),発表年月日,開催年月日(From),開催年月日(To),招待の有無,記述言語,会議種別,主催者(日本語),主催者(英語),開催地(日本語),開催地(英語),国・地域,概要(日本語),概要(英語),国際・国内会議,国際共著,URL,URL2,主要な業績かどうか,公開の有無
insert,merge,null,44061779,"Precise Measurement of Magnetic Domain Wall Width and Evaluation of Local Magnetic Properties by DPC STEM","Precise Measurement of Magnetic Domain Wall Width and Evaluation of Local Magnetic Properties by DPC STEM","[Yoshiki O. Murakami\, Takehito Seki\, Yuichi Ikuhara\, Naoya Shibata]","[Yoshiki O. Murakami\, Takehito Seki\, Yuichi Ikuhara\, Naoya Shibata]",IAMNano2023,IAMNano2023,2023-06-28,null,null,false,eng,poster_presentation,null,null,"くにびきメッセ, 島根県","くにびきメッセ, 島根県",null,null,null,true,null,https://webpark2165.sakura.ne.jp/iamnano2023/index.html,null,false,closed
insert,merge,null,44061774,"Direct observation of magnetic structure in ferromagnetic quasicrstal by DPC STEM","Direct observation of magnetic structure in ferromagnetic quasicrstal by DPC STEM","[Takeshi Iwata\, Takehito Seki\, Asuka Ishikawa\, Ryuji Tamura\, Yuichi Ikuhara\, Naoya Shibara]","[Takeshi Iwata\, Takehito Seki\, Asuka Ishikawa\, Ryuji Tamura\, Yuichi Ikuhara\, Naoya Shibara]",IAMNano2023,IAMNano2023,2023-06-28,null,null,false,jpn,poster_presentation,null,null,"Matsue, Japan","Matsue, Japan",null,null,null,true,null,null,null,false,closed
insert,merge,null,44061771,"Electric field observation in a p-n junction by in-situ biasing DPC STEM","Electric field observation in a p-n junction by in-situ biasing DPC STEM","[Yoshifumi Kojima\, Satoko Toyama\, Takehito Seki\, Yuichi Ikuhara\, Naoya Shibata]","[Yoshifumi Kojima\, Satoko Toyama\, Takehito Seki\, Yuichi Ikuhara\, Naoya Shibata]","International Workshop on Advanced and In Situ Microscopies of Functional Nanomaterials and Devices","International Workshop on Advanced and In Situ Microscopies of Functional Nanomaterials and Devices",2023-06-28,null,null,false,eng,poster_presentation,null,null,"Matsue, Japan","Matsue, Japan",null,null,null,true,null,https://www.iamnano2023.com/,null,false,closed
insert,merge,null,44061769,"Linear Imaging Theory of Differential Phase Contrast STEM","Linear Imaging Theory of Differential Phase Contrast STEM","[Takehito Seki\, Kushagra Khare\, Yoshiki O. Murakami\, Satoko Toyama\, Gabriel Sánchez-Santolino\, Hirokazu Sasaki\, Scott D. Findlay\, Timothy C. Petersen\, Yuichi Ikuhara\, Naoya Shibata]","[Takehito Seki\, Kushagra Khare\, Yoshiki O. Murakami\, Satoko Toyama\, Gabriel Sánchez-Santolino\, Hirokazu Sasaki\, Scott D. Findlay\, Timothy C. Petersen\, Yuichi Ikuhara\, Naoya Shibata]",IAMNano2023,IAMNano2023,2023-06-28,null,null,false,eng,poster_presentation,null,null,"Matsue, Japan","Matsue, Japan",null,null,null,true,true,https://webpark2165.sakura.ne.jp/iamnano2023/index.html,null,false,closed
insert,merge,null,44061767,"Atomic-resolution STEM observation of a PZT/SRO/Pt epitaxial thin film","Atomic-resolution STEM observation of a PZT/SRO/Pt epitaxial thin film","[橋本 晋亮\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","[橋本 晋亮\, 関 岳人\, 幾原 雄一\, 柴田 直哉]",IAMNano2023,IAMNano2023,2023-06-28,null,null,false,eng,poster_presentation,null,null,"Matsue, Japan","Matsue, Japan",null,null,null,false,null,null,null,false,closed
insert,merge,null,44061757,"Development of STEM Imaging Parameter Analysis Method Using a Pixelated Detector and Its Application to OBF STEM","Development of STEM Imaging Parameter Analysis Method Using a Pixelated Detector and Its Application to OBF STEM","[Mitsuru Nogami\, Takehito Seki\, Kousuke Ooe\, Yuichi Ikuhara\, Naoya Shibata]","[Mitsuru Nogami\, Takehito Seki\, Kousuke Ooe\, Yuichi Ikuhara\, Naoya Shibata]",IAMNano2023,IAMNano2023,2023-06-28,null,null,false,eng,poster_presentation,null,null,"Matsue, Japan","Matsue, Japan",null,null,null,true,null,https://www.iamnano2023.com/index.html,null,false,closed
insert,merge,null,44061784,"STEM 直接観察と理論計算に基づくケイ素鋼粒界の原子構造解析","STEM 直接観察と理論計算に基づくケイ素鋼粒界の原子構造解析","[新井 雅樹\, 二塚 俊洋\, 関 岳人\, 森重 宣郷\, 松原 稜\, 幾原 雄一\, 柴田 直哉]","[新井 雅樹\, 二塚 俊洋\, 関 岳人\, 森重 宣郷\, 松原 稜\, 幾原 雄一\, 柴田 直哉]",日本顕微鏡学会学術講演会,日本顕微鏡学会学術講演会,2023-06-26,null,null,false,jpn,poster_presentation,null,null,"くにびきメッセ, 島根県","くにびきメッセ, 島根県",null,null,null,false,null,https://conference.wdc-jp.com/microscopy/conf2023/,null,false,closed
insert,merge,null,44061780,"DPC STEM像における強誘電ドメインの回折コントラスト形成機構","DPC STEM像における強誘電ドメインの回折コントラスト形成機構","[髙本 昌弥\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","[髙本 昌弥\, 関 岳人\, 幾原 雄一\, 柴田 直哉]",日本顕微鏡学会学術講演会,日本顕微鏡学会学術講演会,2023-06-26,null,null,false,jpn,oral_presentation,null,null,"くにびきメッセ, 島根県","くにびきメッセ, 島根県",null,null,null,false,null,https://conference.wdc-jp.com/microscopy/conf2023/,null,false,closed
insert,merge,null,44061776,"DPC STEM法による磁壁観察に基づくフェライト磁石の局所磁気特性評価","DPC STEM法による磁壁観察に基づくフェライト磁石の局所磁気特性評価","[村上 善樹\, 関 岳人\, 穴井 克樹\, 小林 義徳\, 川田 常宏\, 幾原 雄一\, 柴田 直哉]","[村上 善樹\, 関 岳人\, 穴井 克樹\, 小林 義徳\, 川田 常宏\, 幾原 雄一\, 柴田 直哉]",日本顕微鏡学会学術講演会,日本顕微鏡学会学術講演会,2023-06-26,null,null,false,jpn,oral_presentation,null,null,"くにびきメッセ, 島根県","くにびきメッセ, 島根県",null,null,null,false,null,https://conference.wdc-jp.com/microscopy/conf2023/index.html,null,false,closed
insert,merge,null,44061773,"極低温DPC STEMによる強磁性準結晶の局所磁区構造観察","極低温DPC STEMによる強磁性準結晶の局所磁区構造観察","[岩田 健史\, 関 岳人\, 石川 明日香\, 田村 隆治\, 幾原 雄一\, 柴田 直哉]","[岩田 健史\, 関 岳人\, 石川 明日香\, 田村 隆治\, 幾原 雄一\, 柴田 直哉]",日本顕微鏡学会学術講演会,日本顕微鏡学会学術講演会,2023-06-26,null,null,false,jpn,oral_presentation,null,null,"くにびきメッセ, 島根県","くにびきメッセ, 島根県",null,null,null,false,null,https://conference.wdc-jp.com/microscopy/conf2023/index.html,null,false,closed
insert,merge,null,44061770,"電圧印加その場DPC STEMによる局所電場動的解析手法の開発","電圧印加その場DPC STEMによる局所電場動的解析手法の開発","[小島 嘉文\, 遠山 慧子\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","[小島 嘉文\, 遠山 慧子\, 関 岳人\, 幾原 雄一\, 柴田 直哉]",日本顕微鏡学会学術講演会,日本顕微鏡学会学術講演会,2023-06-26,null,null,false,jpn,poster_presentation,null,null,"くにびきメッセ, 島根県","くにびきメッセ, 島根県",null,null,null,false,null,https://conference.wdc-jp.com/microscopy/conf2023/,null,false,closed
insert,merge,null,44061766,"PZT/SRO/Pt エピタキシャル薄膜の原子分解能STEM 観察","PZT/SRO/Pt エピタキシャル薄膜の原子分解能STEM 観察","[橋本 晋亮\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","[橋本 晋亮\, 関 岳人\, 幾原 雄一\, 柴田 直哉]",日本顕微鏡学会学術講演会,日本顕微鏡学会学術講演会,2023-06-26,null,null,false,jpn,poster_presentation,null,null,"くにびきメッセ, 島根県","くにびきメッセ, 島根県",null,null,null,false,null,null,null,false,closed
insert,merge,null,44061760,"分割型検出器STEM による原子ラットリング運動の直接観察","分割型検出器STEM による原子ラットリング運動の直接観察","[田畑 浩大\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","[田畑 浩大\, 関 岳人\, 幾原 雄一\, 柴田 直哉]",日本顕微鏡学会学術講演会,日本顕微鏡学会学術講演会,2023-06-26,null,null,false,jpn,oral_presentation,null,null,"くにびきメッセ, 島根県","くにびきメッセ, 島根県",null,null,null,false,null,https://conference.wdc-jp.com/microscopy/conf2023/,null,false,closed
insert,merge,null,44061756,"ピクセル型検出器を用いたSTEM結像パラメータ解析法の開発とOBF STEM法への応用","ピクセル型検出器を用いたSTEM結像パラメータ解析法の開発とOBF STEM法への応用","[埜上 満\, 関 岳人\, 大江 耕介\, 幾原 雄一\, 柴田 直哉]","[埜上 満\, 関 岳人\, 大江 耕介\, 幾原 雄一\, 柴田 直哉]",日本顕微鏡学会学術講演会,日本顕微鏡学会学術講演会,2023-06-26,null,null,false,jpn,oral_presentation,null,null,"くにびきメッセ, 島根県","くにびきメッセ, 島根県",null,null,null,false,null,https://www.iamnano2023.com/index.html,null,false,closed
insert,merge,null,42547116,"Advanced Phase Imaging in Scanning Transmission Electron Microscopy","Advanced Phase Imaging in Scanning Transmission Electron Microscopy","[Takehito Seki\, Naoya Shibata]","[Takehito Seki\, Naoya Shibata]","International Union of Microbeam Analysis Societies","International Union of Microbeam Analysis Societies",2023-06-15,2023-06-11,2023-06-16,true,eng,invited_oral_presentation,null,null,"Banff, Canada","Banff, Canada",CAN,null,null,true,false,https://iumas8.wixsite.com/iumas8,null,false,disclosed
insert,merge,null,42547119,"Direct Electromagnetic Field Imaging at Defects by Differential Phase Contrast Scanning Transmission Electron Microscopy","Direct Electromagnetic Field Imaging at Defects by Differential Phase Contrast Scanning Transmission Electron Microscopy","[Takehito Seki\, Naoya Shibata]","[Takehito Seki\, Naoya Shibata]","4th Japan-Canada Microscopy Societies Workshop","4th Japan-Canada Microscopy Societies Workshop",2023-06-11,2023-06-11,2023-06-11,true,eng,invited_oral_presentation,null,null,"Edmonton, Canada","Edmonton, Canada",CAN,null,null,true,null,https://msc-smc.org/events/4th-japan-canada-microscopy-societies-workshop-2023-53.aspx,null,false,disclosed
insert,merge,null,42433502,ケイ素鋼粒界における非整合原子構造とフェイゾンゆらぎ,ケイ素鋼粒界における非整合原子構造とフェイゾンゆらぎ,"[関岳人\, 二塚俊洋\, 森重宣郷\, 松原稜\, 髙橋克\, 村上健一\, 幾原雄一\, 柴田直哉]","[関岳人\, 二塚俊洋\, 森重宣郷\, 松原稜\, 髙橋克\, 村上健一\, 幾原雄一\, 柴田直哉]","日本物理学会 2023年春季大会","日本物理学会 2023年春季大会",2023-03-23,2023-03-23,2023-03-23,false,null,oral_presentation,null,null,Online,Online,JPN,null,null,false,null,https://www.jps.or.jp/activities/meetings/spring/spring_index.php,null,false,closed
insert,merge,null,40631257,分割型検出器を用いたSTEM法の開発と応用,"Development and application of STEM using a segmented detector",[関岳人],"[Takehito Seki]",日本顕微鏡学会関東支部講演会,null,2023-03-07,null,null,true,null,invited_oral_presentation,null,null,null,null,null,null,null,null,null,null,null,false,disclosed
insert,merge,null,42433511,"STEM による原子変位パラメータの精密解析","STEM による原子変位パラメータの精密解析","[田畑 浩大\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","[田畑 浩大\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","日本顕微鏡学会 超高分解能顕微鏡法分科会 2022年度研究討論会","日本顕微鏡学会 超高分解能顕微鏡法分科会 2022年度研究討論会",2023-03-04,2023-03-04,2023-03-04,true,null,invited_oral_presentation,null,null,Miura,Miura,JPN,null,null,false,null,https://microscopy.or.jp/20221220-1/,null,false,closed
insert,merge,null,40631332,無磁場原子分解能STEMによる原子・磁気構造解析,"Atomic and magnetic structure analysis at atomic resolution using a magnetic-field-free STEM",[関岳人],"[Takehito Seki]",日本顕微鏡学会超高分解能顕微鏡法分科会,null,2023-03-03,null,null,true,null,invited_oral_presentation,null,null,null,null,null,null,null,null,null,null,null,false,disclosed
insert,merge,null,42433501,STEM直接観察と理論計算に基づくケイ素鋼粒界の非整合原子構造解析,STEM直接観察と理論計算に基づくケイ素鋼粒界の非整合原子構造解析,"[関岳人\, 二塚俊洋\, 森重宣郷\, 松原稜\, 幾原雄一\, 柴田直哉]","[関岳人\, 二塚俊洋\, 森重宣郷\, 松原稜\, 幾原雄一\, 柴田直哉]",第27回準結晶研究会,第27回準結晶研究会,2023-02-28,2023-02-28,2023-02-28,false,null,oral_presentation,null,null,Nagoya,Nagoya,JPN,null,null,false,null,https://www.rs.tus.ac.jp/hypermaterials/activity/index.html#meeting-21,null,false,closed
insert,merge,null,42433526,"DPC STEM による強磁性準結晶の磁区構造直接観察 II","DPC STEM による強磁性準結晶の磁区構造直接観察 II","[岩田健史\,関岳人\,石川明日香\,田村隆治\,幾原雄一\,柴田直哉]","[岩田健史\,関岳人\,石川明日香\,田村隆治\,幾原雄一\,柴田直哉]","第27回 準結晶研究会","第27回 準結晶研究会",2023-02-27,2023-02-27,2023-02-27,false,null,oral_presentation,null,null,Nagoya,Nagoya,JPN,null,null,false,null,https://www.rs.tus.ac.jp/hypermaterials/activity/index.html,null,false,closed
insert,merge,null,40619514,走査透過電子顕微鏡法の開発とハイパーマテリアルへの応用,"Development of scanning transmission electron microscopy and its application to hypermaterials",[関岳人],"[Takehito Seki]",第27回ハイパーマテリアルセミナー,"The 27th Hypermaterials Seminar",2023-01-12,null,null,true,null,invited_oral_presentation,新学術領域研究「ハイパーマテリアル」,null,オンライン,Online,JPN,null,null,false,null,null,null,false,disclosed
insert,merge,null,42433525,"Direct observation of magnetic domains in ferromagnetic quasicrystal by DPC STEM","Direct observation of magnetic domains in ferromagnetic quasicrystal by DPC STEM","[Takeshi Iwata\, Takehito Seki\, Asuka Ishikawa\, Ryuji Tamura\, Yuichi Ikuhara\, Naoya Shibara]","[Takeshi Iwata\, Takehito Seki\, Asuka Ishikawa\, Ryuji Tamura\, Yuichi Ikuhara\, Naoya Shibara]","The 4th East- Asia Microscopy Conference","The 4th East- Asia Microscopy Conference",2022-12-04,2022-12-04,2022-12-04,false,null,oral_presentation,null,null,Taipei,Taipei,TWN,null,null,true,null,http://www.eamc4.net/index,null,false,closed
insert,merge,null,42433523,"Direct observation of all atomic sites in zeolite by a novel low-dose STEM technique: optimum bright-field imaging","Direct observation of all atomic sites in zeolite by a novel low-dose STEM technique: optimum bright-field imaging","[Kousuke Ooe\, Takehito Seki\, Kaname Yoshida\, Yuji Kohno\, Yuichi Ikuhara\, Naoya Shiata]","[Kousuke Ooe\, Takehito Seki\, Kaname Yoshida\, Yuji Kohno\, Yuichi Ikuhara\, Naoya Shiata]","2022 MRS Fall Meeting & Exhibit","2022 MRS Fall Meeting & Exhibit",2022-11-30,2022-11-30,2022-11-30,false,null,oral_presentation,null,null,Boston,Boston,USA,null,null,true,null,https://www.mrs.org/past-fall-meetings/2022-mrs-fall-meeting,null,false,closed
insert,merge,null,42433506,"High resolution electric field mapping at crystal interfaces by tilt-scan averaged DPC STEM”","High resolution electric field mapping at crystal interfaces by tilt-scan averaged DPC STEM”","[Satoko Toyama\, Takehito Seki\, Bin Feng\, Yuichi Ikuhara\, Naoya Shibata]","[Satoko Toyama\, Takehito Seki\, Bin Feng\, Yuichi Ikuhara\, Naoya Shibata]","MRS 2022 Fall Meeting & Exhibit","MRS 2022 Fall Meeting & Exhibit",2022-11-30,2022-11-30,2022-11-30,false,null,oral_presentation,null,null,Boston,Boston,JPN,null,null,true,null,https://www.mrs.org/past-fall-meetings/2022-mrs-fall-meeting,null,false,closed
insert,merge,null,42433518,"High-Resolution Magnetic Domain Wall Imaging by DPC STEM","High-Resolution Magnetic Domain Wall Imaging by DPC STEM","[Yoshiki O. Murakami\, Takehito Seki\, Yuichi Ikuhara\, Naoya Shibata]","[Yoshiki O. Murakami\, Takehito Seki\, Yuichi Ikuhara\, Naoya Shibata]","MRS 2022 Fall Meeting & Exhibit","MRS 2022 Fall Meeting & Exhibit",2022-11-29,2022-11-29,2022-11-29,false,null,oral_presentation,null,null,Boston,Boston,USA,null,null,true,null,https://www.mrs.org/past-fall-meetings/2022-mrs-fall-meeting,null,false,closed
insert,merge,null,42433510,"Development of a Method to Observe Local Atomic Vibrations by STEM Using a Segmented Detector","Development of a Method to Observe Local Atomic Vibrations by STEM Using a Segmented Detector","[Koudai Tabata\, Takehito Seki\, Yuichi Ikuhara\, Naoya Shibata]","[Koudai Tabata\, Takehito Seki\, Yuichi Ikuhara\, Naoya Shibata]","MRS 2022 Fall Meeting & Exhibit","MRS 2022 Fall Meeting & Exhibit",2022-11-29,2022-11-29,2022-11-29,false,null,oral_presentation,null,null,Boston,Boston,USA,null,null,true,null,https://www.mrs.org/past-fall-meetings/2022-mrs-fall-meeting,null,false,closed
insert,merge,null,42433514,"位相変調電子線を利用したOBF STEM法の結像感度の改善","位相変調電子線を利用したOBF STEM法の結像感度の改善","[埜上 満\, 大江 耕介\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","[埜上 満\, 大江 耕介\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","日本顕微鏡学会 第65回シンポジウム","日本顕微鏡学会 第65回シンポジウム",2022-11-06,2022-11-06,2022-11-06,false,null,poster_presentation,null,null,Kurashiki,Kurashiki,JPN,null,null,false,null,https://conference.wdc-jp.com/microscopy/sympo/65th/,null,false,closed
insert,merge,null,42433522,"Direct observation of local atomic structures in zeolites using optimum bright-field STEM","Direct observation of local atomic structures in zeolites using optimum bright-field STEM","[大江 耕介\, 関 岳人\, 吉田 要\, 河野 祐二\, 幾原 雄一\, 柴田 直哉]","[大江 耕介\, 関 岳人\, 吉田 要\, 河野 祐二\, 幾原 雄一\, 柴田 直哉]","日本顕微鏡学会学際的顕微研究領域若手研究部会 2022年度若手シンポジウム","日本顕微鏡学会学際的顕微研究領域若手研究部会 2022年度若手シンポジウム",2022-10-11,2022-10-11,2022-10-11,false,null,poster_presentation,null,null,Kyoto,Kyoto,JPN,null,null,false,null,http://microscopy.or.jp/wakate/2022-symposium/,null,false,closed
insert,merge,null,42433517,"Direct measurement of the magnetic domain wall width in permanent magnets by DPC STEM","Direct measurement of the magnetic domain wall width in permanent magnets by DPC STEM","[Yoshiki O. Murakami\, Takehito Seki\, Yuichi Ikuhara\, Naoya Shibata]","[Yoshiki O. Murakami\, Takehito Seki\, Yuichi Ikuhara\, Naoya Shibata]","2022年度顕微鏡学会 若手シンポジウム","2022年度顕微鏡学会 若手シンポジウム",2022-10-11,2022-10-11,2022-10-11,false,null,poster_presentation,null,null,Uji,Uji,JPN,null,null,false,null,http://microscopy.or.jp/wakate/2022-symposium/,null,false,closed
insert,merge,null,42433509,"Direct observation of anisotropic local atomic vibrations by STEM using a segmented detector","Direct observation of anisotropic local atomic vibrations by STEM using a segmented detector","[田畑 浩大\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","[田畑 浩大\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","2022年度顕微鏡学会 若手シンポジウム","2022年度顕微鏡学会 若手シンポジウム",2022-10-11,2022-10-11,2022-10-11,false,null,poster_presentation,null,null,Uji,Uji,JPN,null,null,false,null,http://microscopy.or.jp/wakate/2022-symposium/,null,false,closed
insert,merge,null,42433505,"Direct observation of electric field in crystal interfaces by differential phase contrast STEM","Direct observation of electric field in crystal interfaces by differential phase contrast STEM","[Satoko Toyama]","[Satoko Toyama]","2022年度顕微鏡学会 若手シンポジウム","2022年度顕微鏡学会 若手シンポジウム",2022-10-11,2022-10-11,2022-10-11,true,null,invited_oral_presentation,null,null,Uji,Uji,JPN,null,null,false,null,http://microscopy.or.jp/wakate/2022-symposium/,null,false,closed
insert,merge,null,42433500,"Theory and application of differential phase contrast imaging","Theory and application of differential phase contrast imaging","[Takehito Seki\, Yuji Kohno\, Scott D. Findlay\, Yuichi Ikuhara\, Noya Shibata]","[Takehito Seki\, Yuji Kohno\, Scott D. Findlay\, Yuichi Ikuhara\, Noya Shibata]","2022年度顕微鏡学会 若手シンポジウム","2022年度顕微鏡学会 若手シンポジウム",2022-10-11,2022-10-11,2022-10-11,false,null,poster_presentation,null,null,Uji,Uji,JPN,null,null,false,null,http://microscopy.or.jp/wakate/2022-symposium/,null,false,closed
insert,merge,null,42433524,"DPC STEMによる強磁性準結晶の局所磁区構造観察","DPC STEMによる強磁性準結晶の局所磁区構造観察","[岩田健史\,関岳人\,石川明日香\,田村隆治\,幾原雄一\,柴田直哉]","[岩田健史\,関岳人\,石川明日香\,田村隆治\,幾原雄一\,柴田直哉]","日本金属学会 2022年秋季講演大会","日本金属学会 2022年秋季講演大会",2022-09-22,2022-09-22,2022-09-22,false,null,oral_presentation,null,null,Fukuoka,Fukuoka,JPN,null,null,false,null,https://confit.atlas.jp/guide/event/jim2022autumn/top,null,false,closed
insert,merge,null,42433508,"分割型検出器 STEM による局所原子振動の直接 観察","分割型検出器 STEM による局所原子振動の直接 観察","[田畑 浩大\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","[田畑 浩大\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","日本金属学会 2022年秋期講演大会","日本金属学会 2022年秋期講演大会",2022-09-22,2022-09-22,2022-09-22,false,null,oral_presentation,null,null,Fukuoka,Fukuoka,JPN,null,null,false,null,https://confit.atlas.jp/guide/event/jim2022autumn/top?lang=ja,null,false,closed
insert,merge,null,42433521,"超高感度走査透過電子顕微鏡法OBF STEMの開発による電子線敏感材料の原子構造直接観察","超高感度走査透過電子顕微鏡法OBF STEMの開発による電子線敏感材料の原子構造直接観察","[大江 耕介\, 関 岳人\, 吉田 要\, 河野 祐二\, 幾原 雄一\, 柴田 直哉]","[大江 耕介\, 関 岳人\, 吉田 要\, 河野 祐二\, 幾原 雄一\, 柴田 直哉]",第83回応用物理学会秋季学術講演会,第83回応用物理学会秋季学術講演会,2022-09-21,2022-09-21,2022-09-21,false,null,oral_presentation,null,null,Online,Online,JPN,null,null,false,null,https://meeting.jsap.or.jp/jsap2022a/,null,false,closed
insert,merge,null,42433520,最適明視野走査透過電子顕微鏡法によるゼオライトの原子分解能観察,最適明視野走査透過電子顕微鏡法によるゼオライトの原子分解能観察,"[大江 耕介\, 関 岳人\, 吉田 要\, 河野 祐二\, 幾原 雄一\, 柴田 直哉]","[大江 耕介\, 関 岳人\, 吉田 要\, 河野 祐二\, 幾原 雄一\, 柴田 直哉]",日本セラミックス協会第35回秋季シンポジウム,日本セラミックス協会第35回秋季シンポジウム,2022-09-15,2022-09-15,2022-09-15,false,null,oral_presentation,null,null,Tokushima,Tokushima,JPN,null,null,false,null,https://fall35.ceramic.or.jp/,null,false,closed
insert,merge,null,42433516,DPC-STEM法による磁壁幅の直接計測,DPC-STEM法による磁壁幅の直接計測,[村上善樹、関岳人、木下昭人、庄司哲也、幾原雄一、柴田直哉],[村上善樹、関岳人、木下昭人、庄司哲也、幾原雄一、柴田直哉],"日本磁気学会 第46回学術講演会","日本磁気学会 第46回学術講演会",2022-09-06,2022-09-06,2022-09-06,false,null,oral_presentation,null,null,Nagano,Nagano,JPN,null,null,false,null,https://www.magnetics.jp/kouenkai/2022/,null,false,closed
insert,merge,null,42433515,"DPC STEM法を用いたNd-Fe-B系磁石における磁壁幅の定量解析","DPC STEM法を用いたNd-Fe-B系磁石における磁壁幅の定量解析",[村上善樹、関岳人、木下昭人、庄司哲也、幾原雄一、柴田直哉],[村上善樹、関岳人、木下昭人、庄司哲也、幾原雄一、柴田直哉],"日本顕微鏡学会 第78回学術講演会","日本顕微鏡学会 第78回学術講演会",2022-05-13,2022-05-13,2022-05-13,false,null,oral_presentation,null,null,Koriyama,Koriyama,JPN,null,null,false,null,http://www.microscopy.or.jp/conf/2022/,null,false,closed
insert,merge,null,42433504,"時間反転DPC 法によるCo 微粒子の磁場分布直接観察","時間反転DPC 法によるCo 微粒子の磁場分布直接観察","[遠山 慧子\, 西川 文子\, 村上 善樹\, 関 岳人\, 熊本 明仁\, 幾原 雄一\, 柴田 直哉]","[遠山 慧子\, 西川 文子\, 村上 善樹\, 関 岳人\, 熊本 明仁\, 幾原 雄一\, 柴田 直哉]","日本顕微鏡学会 第78回学術講演会","日本顕微鏡学会 第78回学術講演会",2022-05-13,2022-05-13,2022-05-13,false,null,oral_presentation,null,null,Koriyama,Koriyama,JPN,null,null,false,null,http://www.microscopy.or.jp/conf/2022/,null,false,closed
insert,merge,null,42433503,"DPC STEM を用いたGaN 系半導体ヘテロ接合界面における二次元電子ガス分布の直接観察","DPC STEM を用いたGaN 系半導体ヘテロ接合界面における二次元電子ガス分布の直接観察","[遠山 慧子\, 関 岳人\, 蟹谷 裕也\, 工藤 喜弘\, 冨谷 茂隆\, 幾原 雄一\, 柴田 直哉]","[遠山 慧子\, 関 岳人\, 蟹谷 裕也\, 工藤 喜弘\, 冨谷 茂隆\, 幾原 雄一\, 柴田 直哉]","日本顕微鏡学会 第78回学術講演会","日本顕微鏡学会 第78回学術講演会",2022-05-13,2022-05-13,2022-05-13,false,null,oral_presentation,null,null,Koriyama,Koriyama,JPN,null,null,false,null,http://www.microscopy.or.jp/conf/2022/,null,false,closed
insert,merge,null,42433519,"OBF STEM 法によるゼオライトの超低ドーズ局所原⼦構造解析","OBF STEM 法によるゼオライトの超低ドーズ局所原⼦構造解析","[大江 耕介\, 関 岳人\, 吉田 要\, 河野 祐二\, 幾原 雄一\, 柴田 直哉]","[大江 耕介\, 関 岳人\, 吉田 要\, 河野 祐二\, 幾原 雄一\, 柴田 直哉]",日本顕微鏡学会第78回学術講演会,日本顕微鏡学会第78回学術講演会,2022-05-12,2022-05-12,2022-05-12,false,null,oral_presentation,null,null,Kohriyama,Kohriyama,JPN,null,null,false,null,http://www.microscopy.or.jp/conf/2022/,null,false,closed
insert,merge,null,42433513,位相変調電子線を利用した超低ドーズ走査透過電子顕微鏡法の開発,位相変調電子線を利用した超低ドーズ走査透過電子顕微鏡法の開発,"[埜上 満\, 大江 耕介\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","[埜上 満\, 大江 耕介\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","日本顕微鏡学会 第78回学術講演会","日本顕微鏡学会 第78回学術講演会",2022-05-12,2022-05-12,2022-05-12,false,null,poster_presentation,null,null,Koriyama,Koriyama,JPN,null,null,false,null,http://www.microscopy.or.jp/conf/2022/,null,false,closed
insert,merge,null,42433512,"DPC STEMと用いた強誘電ドメインの観察","DPC STEMと用いた強誘電ドメインの観察","[髙本 昌弥\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","[髙本 昌弥\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","日本顕微鏡学会 第78回学術講演会","日本顕微鏡学会 第78回学術講演会",2022-05-12,2022-05-12,2022-05-12,false,null,poster_presentation,null,null,Koriyama,Koriyama,JPN,null,null,false,null,http://www.microscopy.or.jp/conf/2022/,null,false,closed
insert,merge,null,42433507,"分割型検出器を用いた STEM による局所原子振 動観察法の開発","分割型検出器を用いた STEM による局所原子振 動観察法の開発","[田畑 浩大\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","[田畑 浩大\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","日本顕微鏡学会 第78回学術講演会","日本顕微鏡学会 第78回学術講演会",2022-05-12,2022-05-12,2022-05-12,false,null,oral_presentation,null,null,Koriyama,Koriyama,JPN,null,null,false,null,http://www.microscopy.or.jp/conf/2022/,null,false,closed
